iter	RMSE
212	0.09723114478
213	0.0970589653
214	0.09691360903
215	0.09672214096
216	0.09660837991
217	0.09651796458
218	0.09644469442
219	0.09631061005
220	0.09623522713
221	0.09615929588
222	0.09597569189
223	0.09580680815
224	0.09555226908
225	0.09544028514
226	0.0952545877
227	0.09511063846
228	0.09500261405
229	0.09485445877
230	0.09467723578
231	0.09453228454
232	0.0944486256
233	0.09429834101
234	0.09416462548
235	0.0939825821
236	0.09384823126
237	0.0937636055
238	0.09360661298
239	0.09348378366
240	0.09336478085
241	0.09324744967
242	0.09317633303
243	0.09302005477
244	0.09290802944
245	0.09266523382
246	0.09256380918
247	0.09248026431
248	0.09227567392
249	0.09216253252
250	0.0920312485
251	0.09192600729
252	0.0918249882
253	0.09167874291
254	0.09156751233
255	0.09139488964
256	0.09125068923
257	0.09108574134
258	0.09097113017
259	0.09078689066
260	0.09072057758
261	0.09061926033
262	0.09045223445
263	0.09031723216
264	0.09021063598
265	0.09011774142
266	0.08995191646
267	0.08982070382
268	0.08968830797
269	0.08954277012
270	0.08943362424
271	0.0892818393
272	0.08920609013
273	0.08901197864
274	0.08892648203
275	0.08877284837
276	0.08861815297
277	0.08849517728
278	0.08833186591
279	0.08824551291
280	0.08811518555
281	0.0879952846
282	0.08787611062
283	0.08776383171
284	0.08766511401
285	0.08756371954
286	0.08742714832
287	0.08735461096
288	0.08716514419
289	0.08705081852
290	0.08691447918
291	0.08681267245
292	0.08661125567
293	0.08647817134
294	0.08636900367
295	0.08621527981
296	0.08609351612
297	0.08592401081
298	0.08580270967
299	0.08571566982
300	0.08559117297
301	0.08546647745
302	0.08539926137
303	0.08525234223
304	0.085166325
305	0.08503166664
306	0.08491345852
307	0.08480623922
308	0.08474324785
309	0.08464697353
310	0.08447842366
311	0.08438987199
312	0.08427297119
313	0.08415342453
314	0.08403507581
315	0.08390689414
316	0.08377229723
317	0.0836915735
318	0.08356937742
319	0.08347758556
320	0.08335866619
321	0.08325513185
322	0.08311872866
323	0.08300613347
324	0.08290747705
325	0.08272029135
326	0.08261249519
327	0.0825093118
328	0.08243060747
329	0.08233593102
330	0.08224458088
331	0.08215213193
332	0.08204997977
333	0.0819337937
334	0.08182065579
335	0.08178866875
336	0.08167906659
337	0.0815436546
338	0.0814216047
339	0.08134615323
340	0.08118685187
341	0.08104790539
342	0.08100193799
343	0.08082785728
344	0.0806805263
345	0.08054706984
346	0.08051653679
347	0.0803627117
348	0.08027662465
349	0.08017347988
350	0.08008163628
351	0.07991817169
352	0.07983860995
353	0.07972032485
354	0.07956119007
355	0.0794828105
356	0.07937552493
357	0.07925284114
358	0.07915281874
359	0.07907182451
360	0.07891148815
361	0.07887711073
362	0.07878882454
363	0.07861808539
364	0.07851948086
365	0.07838553929
366	0.07835057277
367	0.07827715887
368	0.07820690385
369	0.07814515011
370	0.07807254146
371	0.07797296687
372	0.0778292227
373	0.07769822861
374	0.07764656818
375	0.07760294845
376	0.07751633283
377	0.07732784238
378	0.0772088954
379	0.07712041467
380	0.07702419379
381	0.07695119598
382	0.07684126427
383	0.07676037696
384	0.07666851961
385	0.07659159243
386	0.0765030083
387	0.07637997329
388	0.0762673335
389	0.0762419443
390	0.07618700661
391	0.07608476326
392	0.07595032216
393	0.07588614855
394	0.07583069057
395	0.07569828208
396	0.07564870195
397	0.07554750028
398	0.07545524738
399	0.07539716712
400	0.07537391574
401	0.07529774334
402	0.07519134858
403	0.07504743069
404	0.0749808529
405	0.07485192311
406	0.07472853229
407	0.07467188147
408	0.07460536522
409	0.07456648545
410	0.07445160326
411	0.07433590767
412	0.07424684973
413	0.07416912737
414	0.07407872212
415	0.07397606722
416	0.07391970656
417	0.07386505742
418	0.07378557633
419	0.0737195258
420	0.07366618221
421	0.07353081218
422	0.07342217677
423	0.07335708837
424	0.07327507825
425	0.07318166234
426	0.07311381146
427	0.07309606477
428	0.07301718826
429	0.07291930143
430	0.07284323059
431	0.07271591843
432	0.07260822892
433	0.07251403728
434	0.07238333049
435	0.07225728844
436	0.07210471678
437	0.07202728514
438	0.07196018143
439	0.07187387258
440	0.07178726526
441	0.07177130315
442	0.07171580783
443	0.07165299523
444	0.07155801872
445	0.07148945211
446	0.07138581086
447	0.07132855072
448	0.07126139189
449	0.07114633035
450	0.07106506028
451	0.07093985621
452	0.07078035806
453	0.07068537685
454	0.07066406421
455	0.07056703714
456	0.07048231593
457	0.07037820355
458	0.07030616838
459	0.07028024622
460	0.07018399003
461	0.07008939389
462	0.06999411578
463	0.0698953469
464	0.06980136997
465	0.06971554154
466	0.06960475834
467	0.06948562486
468	0.06940953943
469	0.06936722242
470	0.06928126283
471	0.06920610313
472	0.06914352496
473	0.06902415584
474	0.06893338586
475	0.06888367518
476	0.06880656453
477	0.06870792182
478	0.06860343791
479	0.06853337331
480	0.06844183184
481	0.06839050753
482	0.06831190365
483	0.06821952134
484	0.06812036012
485	0.06800171825
486	0.06791283497
487	0.06783773573
488	0.06778807867
489	0.0677521337
490	0.06767025028
491	0.0675671549
492	0.06751238036
493	0.06743905316
494	0.06734276059
495	0.06724808164
496	0.06720132728
497	0.06713730597
498	0.06707945793
499	0.06699835137
500	0.06696203828
501	0.06686074117
502	0.0668194063
503	0.06672524962
504	0.06661382418
505	0.06655410515
506	0.06645123824
507	0.06631548047
508	0.06620381958
509	0.06612289626
510	0.06604344147
511	0.06594523254
512	0.06589039943
513	0.06585376892
514	0.06575902803
515	0.06567503167
516	0.06559450548
517	0.0654696062
518	0.06545428633
519	0.06531222227
520	0.06519592407
521	0.06510264417
522	0.06501686282
523	0.06493708117
524	0.06484085811
525	0.06477514826
526	0.06470721245
527	0.06463678313
528	0.06458619284
529	0.06451162633
530	0.06443061744
531	0.06437467363
532	0.06430006402
533	0.06422792864
534	0.06415533863
535	0.06409113369
536	0.06402043726
537	0.06397024454
538	0.06389671761
539	0.06378856593
540	0.06362872777
541	0.06358932613
542	0.06351641727
543	0.06344785934
544	0.06340983777
545	0.06332614366
546	0.06329130312
547	0.06321040524
548	0.06314753021
549	0.06308213888
550	0.06300293083
551	0.06291507028
552	0.0627952329
553	0.06276909472
554	0.06264312277
555	0.06253036575
556	0.06246078001
557	0.06237454229
558	0.06234222877
559	0.06225920043
560	0.06219757841
561	0.06209173572
562	0.06201207003
563	0.06191446912
564	0.06185329999
565	0.06177665113
566	0.06169553529
567	0.06160660648
568	0.06157592008
569	0.0614947731
570	0.06138572711
571	0.0613227667
572	0.06124696725
573	0.06118407131
574	0.06110687775
575	0.06102325029
576	0.06097645972
577	0.06092776248
578	0.0608317548
579	0.06076493854
580	0.06069028311
581	0.06062421525
582	0.06054956435
583	0.06044810873
584	0.06040012148
585	0.06030005245
586	0.06022078292
587	0.06013350075
588	0.06005010253
589	0.0599794725
590	0.05991789205
591	0.05987799117
592	0.05983939312
593	0.05975499301
594	0.05970650539
595	0.05965573865
596	0.05960652053
597	0.05955686957
598	0.05947588056
599	0.05938498337
600	0.05934890886
601	0.05928606275
602	0.0592107176
603	0.05914094074
604	0.05903540771
605	0.05894119895
606	0.05879718484
607	0.05873423872
608	0.05864458037
609	0.05857600589
610	0.05850485531
611	0.05840694191
612	0.05831844418
613	0.05825716005
614	0.05819574567
615	0.05809868708
616	0.05800849794
617	0.05789835955
618	0.0577761304
619	0.05768279583
620	0.05761389911
621	0.05754129653
622	0.0575127532
623	0.0574501919
624	0.0573942184
625	0.05731333499
626	0.05725670868
627	0.0571704387
628	0.05709699596
629	0.05700382467
630	0.05691554834
631	0.0567970882
632	0.05671428061
633	0.0566530929
634	0.05658036572
635	0.05650797835
636	0.05640856838
637	0.05634932568
638	0.0562462479
639	0.0561567372
640	0.05604144788
641	0.05596431757
642	0.05589658422
643	0.05585468852
644	0.05577567815
645	0.05572293627
646	0.05569181453
647	0.0556197039
648	0.05557698648
649	0.05545447192
650	0.0553920869
651	0.05532128622
652	0.05530649847
653	0.05520842261
654	0.05516141953
655	0.05509711786
656	0.05505818256
657	0.05497916655
658	0.05491735333
659	0.05484872641
660	0.05479599281
661	0.05470775229
662	0.05462615518
663	0.05458828678
664	0.05450599484
665	0.05439569469
666	0.05430471805
667	0.05425292347
668	0.05418380906
669	0.05414174757
670	0.05408024072
671	0.05399205698
672	0.05390881874
673	0.05382251522
674	0.053754274
675	0.05368986229
676	0.0536225098
677	0.05356438474
678	0.05350364915
679	0.05342445223
680	0.05337043077
681	0.05329590953
682	0.0532148233
683	0.05320132173
684	0.05309201096
685	0.05302400189
686	0.05295146142
687	0.05292351974
688	0.05289454021
689	0.05281959732
690	0.05276212541
691	0.05269845872
692	0.05263489337
693	0.05257889074
694	0.05251075841
695	0.05241392123
696	0.05234957786
697	0.05231475947
698	0.05226015703
699	0.05218529446
700	0.05209238447
701	0.05201565495
702	0.05198437863
703	0.05193128689
704	0.05187142717
705	0.05180376753
706	0.05174418973
707	0.0516706647
708	0.05161152173
709	0.05153640316
710	0.0514653244
711	0.05143812632
712	0.05135915207
713	0.05127153436
714	0.05120972069
715	0.05114131843
716	0.05108946333
717	0.05106514012
718	0.05100960286
719	0.0510008538
720	0.0509720431
721	0.05089571312
722	0.05084399952
723	0.05077889559
724	0.05072422645
725	0.05065815074
726	0.05060942873
727	0.05053389669
728	0.05049149158
729	0.05041258278
730	0.0503406615
731	0.05027159044
732	0.0502093605
733	0.0501681157
734	0.05010568265
735	0.05002146568
736	0.04995568926
737	0.04990532944
738	0.04986041427
739	0.04977376089
740	0.04973634649
741	0.04964738911
742	0.04956821148
743	0.04951946938
744	0.04946754871
745	0.04941246009
746	0.04933169125
747	0.04930416356
748	0.04920228287
749	0.04913326374
750	0.04908340972
751	0.04901522808
752	0.04896756265
753	0.04893259395
754	0.04887731494
755	0.04882544234
756	0.04875986452
757	0.04868163065
758	0.04861455069
759	0.04855912592
760	0.04849366956
761	0.04840587882
762	0.04835358053
763	0.04828660949
764	0.0482227826
765	0.04818429915
766	0.04812701333
767	0.04807024272
768	0.04804290245
769	0.04799961884
770	0.04791937392
771	0.04787842417
772	0.04782125057
773	0.04777408397
774	0.04768698517
775	0.04763002467
776	0.0475727656
777	0.04751364775
778	0.04747986316
779	0.04742643132
780	0.04735719505
781	0.04730175401
782	0.047241515
783	0.04716749159
784	0.04712904916
785	0.04707755927
786	0.04704376307
787	0.04699960607
788	0.04694129282
789	0.04690560342
790	0.04684861654
791	0.04680037958
792	0.04674460057
793	0.0466683619
794	0.04659974673
795	0.04657668099
796	0.04653639759
797	0.04646618083
798	0.04640153498
799	0.04637794389
800	0.04634435328
801	0.04628601689
802	0.04624384336
803	0.04617803799
804	0.04611422908
805	0.04606905074
806	0.04602611518
807	0.04595996373
808	0.0459111934
809	0.04585913866
810	0.04577847385
811	0.04570642424
812	0.04566653694
813	0.04563463458
814	0.04559041555
815	0.04555067411
816	0.04549000498
817	0.04544682142
818	0.04539697671
819	0.04535985392
820	0.04532116251
821	0.04526958048
822	0.0452093334
823	0.04515763286
824	0.04512355634
825	0.04506567496
826	0.04502729198
827	0.04496896122
828	0.04493200922
829	0.04489145773
830	0.04485249905
831	0.04477041878
832	0.04468979123
833	0.0446424071
834	0.04461637547
835	0.04460239073
836	0.04458686133
837	0.04454958698
838	0.04449071664
839	0.04443595858
840	0.04439857645
841	0.04435103948
842	0.04432176038
843	0.04427690375
844	0.04423373085
845	0.04416569245
846	0.04409790759
847	0.04404702151
848	0.0439980726
849	0.04394806666
850	0.04389158574
851	0.04385393689
852	0.04382700828
853	0.04381291918
854	0.04375123947
855	0.0436781083
856	0.04363547582
857	0.04355679201
858	0.04349851192
859	0.04342852585
860	0.04335901878
861	0.04331314798
862	0.04325443518
863	0.04320837109
864	0.04317086798
865	0.04313452393
866	0.04310068952
867	0.04307495813
868	0.04302586268
869	0.04296470217
870	0.04291828856
871	0.04288092593
872	0.04284491913
873	0.0428191355
874	0.04279682348
875	0.04276130695
876	0.04272545546
877	0.04268105428
878	0.042641923
879	0.04259692248
880	0.04255657967
881	0.0424929685
882	0.04242177123
883	0.04239117455
884	0.04235844727
885	0.04231229047
886	0.04223700999
887	0.04220044437
888	0.04215121117
889	0.04210902603
890	0.04206667475
891	0.04201665827
892	0.04194331358
893	0.04186767451
894	0.04177750034
895	0.0417328958
896	0.04168457819
897	0.04162110207
898	0.04158844511
899	0.04153600866
900	0.04150655122
901	0.0414724138
902	0.04142775683
903	0.04139898461
904	0.04137477545
905	0.04131815511
906	0.0412896903
907	0.04122224819
908	0.0411901151
909	0.04113625664
910	0.04106350531
911	0.04100605077
912	0.04095152427
913	0.04091599623
914	0.04089367685
915	0.04086236904
916	0.04081556658
917	0.04077569256
918	0.04072256356
919	0.04069917336
920	0.04063502093
921	0.04058145492
922	0.04054042781
923	0.04049668699
924	0.04044813006
925	0.04041101874
926	0.04036625508
927	0.04033506557
928	0.04029522548
929	0.04023950892
930	0.04018855361
931	0.04013936119
932	0.04010225847
933	0.04004190649
934	0.04000099643
935	0.03997670613
936	0.03996514188
937	0.03991854222
938	0.03985533367
939	0.03980816489
940	0.03976083731
941	0.03970296896
942	0.03965785926
943	0.03960693294
944	0.03956739891
945	0.03954504056
946	0.03949671144
947	0.03947660953
948	0.03943735485
949	0.0394024651
950	0.03937198376
951	0.03933440624
952	0.03931486192
953	0.03925679569
954	0.03922922528
955	0.03918230202
956	0.03915386225
957	0.03912546886
958	0.03907271561
959	0.0390279551
960	0.03900852635
961	0.03897313107
962	0.03893177421
963	0.03889466918
964	0.03886374684
965	0.0388110463
966	0.03878273073
967	0.03875992747
968	0.03871475582
969	0.03868322134
970	0.03864594245
971	0.03861046064
972	0.0385538632
973	0.0385180267
974	0.03849472466
975	0.03844772065
976	0.03839391509
977	0.03836217196
978	0.03832669248
979	0.03829938374
980	0.03826980873
981	0.03823369421
982	0.03819184823
983	0.03815598618
984	0.03810093569
985	0.03804668864
986	0.03800406099
987	0.03798143121
988	0.03794641622
989	0.03791992941
990	0.03787496003
991	0.0378188885
992	0.03778552873
993	0.03773693284
994	0.03771025999
995	0.03766863162
996	0.03763383616
997	0.03758399323
998	0.0375439157
999	0.03750207863
0.03820309493
02509418
0278698
9
